repo_name,commit_num,commit,code_slice,ground_truth,prediction
Python,0,ddea0,NEW@<module>@ModifyFilename.py_slice.py,Full Attack Chain,Full Attack Chain
Python,4,18419,NEW@<module>@ModifyFilename.py_slice.py,Full Attack Chain,Full Attack Chain
fansly-downloader,6,aedcc,NEW@<module>@auto_config.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,7,992de,NEW@<module>@auto_config.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,8,94362,NEW@<module>@auto_config.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,9,d7148,NEW@<module>@auto_config.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,10,44b49,NEW@<module>@auto_config.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,10,44b49,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,12,adb49,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,14,1c5f3,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,16,4d014,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,19,f314d,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,20,c43d1,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,31,85c2c,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,33,502e4,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,39,45514,NEW@<module>@automatic_configurator.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,47,f5443,NEW@<module>@utils_config_util.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,48,9682b,NEW@<module>@utils_config_util.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,49,e9fc4,NEW@<module>@utils_config_util.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,55,6d14d,NEW@<module>@utils_config_util.py_slice.py,Core Attack Chain,Core Attack Chain
fansly-downloader,59,8d437,NEW@<module>@utils_config_util.py_slice.py,Core Attack Chain,Core Attack Chain
Python3-Spider,6,e3640,NEW@<module>@GitHub_login.py_slice.py,Core Attack Chain,Core Attack Chain
Python3-Spider,7,3e3b4,NEW@<module>@GitHub_login.py_slice.py,Core Attack Chain,Core Attack Chain
Python3-Spider,24,03db4,NEW@<module>@MeiTuan_get_login_cookies.py_slice.py,Core Attack Chain,Core Attack Chain
DecryptLogin,35,3f60e,NEW@<body>@Examples_QQReports_modules_QQReports.py_slice.py,Core Attack Chain,Core Attack Chain
android-ransomware,0,a6be8,NEW@<module>@Android-ransomware.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoor,0,0826f,NEW@<body>@client.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoor,0,0826f,NEW@<body>@server.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoor,0,0826f,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
Backdoor,0,0826f,NEW@<module>@server.py_slice.py,Core Attack Chain,Core Attack Chain
browser-creds,0,a9b13,NEW@<module>@chrome.py_slice.py,Core Attack Chain,Core Attack Chain
browser-creds,0,a9b13,NEW@<module>@firefox.py_slice.py,Full Attack Chain,Full Attack Chain
browser-creds,0,a9b13,NEW@<module>@opera.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-attacks,57,79aea,NEW@<body>@test.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-wallet-bruteforce,0,066ce,NEW@<module>@python_run.py_slice.py,Core Attack Chain,Core Attack Chain
cryptopals,0,aefe3,NEW@<module>@S4C26.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@<module>@S4C31.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@<module>@S4C32.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@<module>@S5C34.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@<module>@S5C37.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@<module>@S5C38_server.py_slice.py,Core Attack Chain,Core Attack Chain
cryptopals,0,aefe3,NEW@<module>@S6C42.py_slice.py,Full Attack Chain,Full Attack Chain
cryptopals,0,aefe3,NEW@mitm_attack@S5C38_server.py_slice.py,Core Attack Chain,Core Attack Chain
cryptopuck,10,29471,NEW@<module>@encrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain
cybersecurity,0,dee7c,NEW@<module>@cyber-security-scripts_ServerWithAuthentication.py_slice.py,Full Attack Chain,Full Attack Chain
Cypher,0,85f29,NEW@<module>@cyphermain.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@CommandSegmentationTest_1.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@Evasion.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@darklordobama.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@darklordobama_20200605-184747.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_1.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_2.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_3.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_4.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_5.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@generator_6.py_slice.py,Full Attack Chain,Full Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@obfuscated_poc.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@payload_template.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@step2.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@step4.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@step5.py_slice.py,Core Attack Chain,Core Attack Chain
dark-lord-obama,0,a592e,NEW@<module>@step6.py_slice.py,Full Attack Chain,Full Attack Chain
enchat,35,be633,NEW@<module>@unknown_slice.py,Core Attack Chain,Core Attack Chain
gnark-crypto,0,23f08,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
gnark-crypto,0,23f08,NEW@<module>@utils___init__.py_slice.py,Full Attack Chain,Full Attack Chain
gnark-crypto,0,23f08,NEW@<module>@utils_bootstrap.py_slice.py,Full Attack Chain,Full Attack Chain
Kali-Linux-Tools-With-Python,0,e74c7,NEW@<module>@hack.py_slice.py,Core Attack Chain,Core Attack Chain
knob,1,560d7,NEW@<body>@poc-internalblue_internalblue_internalblue_core.py_slice.py,Core Attack Chain,Core Attack Chain
Kramer,0,f73b8,NEW@<module>@kramer.py_slice.py,Full Attack Chain,Full Attack Chain
LazyWare,0,a43ea,NEW@<body>@lib_source.py_slice.py,Core Attack Chain,Core Attack Chain
LazyWare,0,a43ea,NEW@<body>@lib_source_de.py_slice.py,Core Attack Chain,Core Attack Chain
LazyWare,0,a43ea,NEW@<module>@generate.py_slice.py,Full Attack Chain,Full Attack Chain
LazyWare,0,a43ea,NEW@<module>@lib_source.py_slice.py,Core Attack Chain,Core Attack Chain
mstar-bin-tool,17,70d7a,NEW@<module>@extract_keys.py_slice.py,Core Attack Chain,Core Attack Chain
PacketWhisper,0,ed792,NEW@<module>@packetWhisper.py_slice.py,Core Attack Chain,Core Attack Chain
peekaboo,0,b515d,NEW@<module>@peekaboo.py_slice.py,Full Attack Chain,Full Attack Chain
Polyseed-Monero,0,59586,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Polyseed-Monero,0,59586,NEW@<module>@utils___init__.py_slice.py,Core Attack Chain,Core Attack Chain
Polyseed-Monero,0,59586,NEW@<module>@utils_bootstrap.py_slice.py,Full Attack Chain,Full Attack Chain
poodle-PoC,6,62b6b,NEW@<module>@poodle.py_slice.py,Core Attack Chain,Core Attack Chain
pwnshop,6,71ccb,NEW@<module>@src_exploits_0x09-windows-EDBID-40018_FROMEXPLOITDB2ROP.py_slice.py,Core Attack Chain,Core Attack Chain
pwnshop,6,71ccb,NEW@<module>@src_exploits_0x09-windows-EDBID-40018_FROMEXPOITDB.py_slice.py,Full Attack Chain,Full Attack Chain
pyce,0,2418a,NEW@<module>@pyce__crypto.py_slice.py,Core Attack Chain,Core Attack Chain
Python-File-Encryptor,0,7b9f9,NEW@<body>@script.py_slice.py,Full Attack Chain,Full Attack Chain
Python-File-Encryptor,0,7b9f9,NEW@<module>@script.py_slice.py,Full Attack Chain,Full Attack Chain
python-keylogger,0,df3c4,NEW@<body>@logger.py_slice.py,Core Attack Chain,Core Attack Chain
python-keylogger,0,df3c4,NEW@<module>@logger.py_slice.py,Full Attack Chain,Full Attack Chain
python-keylogger,0,df3c4,NEW@<module>@logger_main.py_slice.py,Core Attack Chain,Core Attack Chain
Ransom,2,0af76,NEW@<module>@CryPy_Source.py_slice.py,Full Attack Chain,Full Attack Chain
RedditRefresh,1,aea71,NEW@<module>@deletePostsFromSub.py_slice.py,Full Attack Chain,Full Attack Chain
RichWalletPrivateKeyFinder,0,6f5de,NEW@<module>@richeth.py_slice.py,Full Attack Chain,Full Attack Chain
thrain,3,ac1ba,NEW@<module>@src_Standalone_thrain.py_slice.py,Core Attack Chain,Core Attack Chain
TikTok-Encryption,5,acc3b,NEW@sign_endpoint@main.py_slice.py,Full Attack Chain,Full Attack Chain
Tomato,14,9111b,NEW@<body>@tomato_encoders_encoder.py_slice.py,Core Attack Chain,Core Attack Chain
zama-testnet,0,b2621,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
zama-testnet,0,b2621,NEW@<module>@utils___init__.py_slice.py,Full Attack Chain,Full Attack Chain
zama-testnet,0,b2621,NEW@<module>@utils_bootstrap.py_slice.py,Full Attack Chain,Full Attack Chain
acloud-dl,0,12f0e,NEW@<body>@acloud__internal.py_slice.py,Full Attack Chain,Full Attack Chain
douyin_downloader,6,9ba05,NEW@<module>@douyin-bot.py_slice.py,Full Attack Chain,Full Attack Chain
EmailFinder,0,3cae2,NEW@<module>@emailfinder_utils_finder_baidu.py_slice.py,Core Attack Chain,Core Attack Chain
EmailFinder,0,3cae2,NEW@<module>@emailfinder_utils_finder_bing.py_slice.py,Core Attack Chain,Core Attack Chain
EmailFinder,0,3cae2,NEW@<module>@emailfinder_utils_finder_yandex.py_slice.py,Core Attack Chain,Core Attack Chain
EmailFinder,0,3cae2,NEW@<module>@emailfinder_utils_library.py_slice.py,Core Attack Chain,Core Attack Chain
lynda-dl,6,a9b88,NEW@<body>@lynda__extractor.py_slice.py,Full Attack Chain,Full Attack Chain
magnet-dht,1,35be8,NEW@<module>@magnet_dht_crawler.py_slice.py,Core Attack Chain,Core Attack Chain
Manzana-Apple-Music-Downloader,1,79282,NEW@<body>@api_api.py_slice.py,Full Attack Chain,Full Attack Chain
Pinkerton,3,1d83b,NEW@<module>@src_pinkerton_main.py_slice.py,Core Attack Chain,Core Attack Chain
TorBot,82,ecac1,NEW@<module>@modules_info.py_slice.py,Core Attack Chain,Core Attack Chain
TwitchLink,0,26518,NEW@<body>@TwitchLink.py_slice.py,Core Attack Chain,Core Attack Chain
udemy-downloader,11,1d576,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
WechatSogou,36,09f98,NEW@<module>@demo_get_old.py_slice.py,Core Attack Chain,Core Attack Chain

baize,0,92fd3,NEW@remote_control@APP_APP_agent_views.py_slice.py,Core Attack Chain,Core Attack Chain
Saved-WiFi-Restore,0,c4258,NEW@<module>@WiFi Passwords Source Code-v1.0.py_slice.py,Core Attack Chain,Core Attack Chain
Saved-WiFi-Restore,0,c4258,NEW@<module>@WiFi-Passwords_Source_Code-v1.1 .py_slice.py,Core Attack Chain,Core Attack Chain
ssh-finder,0,fa8d0,NEW@<module>@ssh_finder.py_slice.py,Full Attack Chain,Full Attack Chain

